2025-06-17 02:23:00.409 | INFO     | __main__:main:73 - Starting collection from wikipedia
2025-06-17 02:23:00.409 | INFO     | __main__:main:74 - Output directory: data/raw
2025-06-17 02:23:00.409 | INFO     | __main__:main:75 - Batch size: 1000, Limit: 1
2025-06-17 02:23:00.409 | INFO     | __main__:main:76 - Minimum quality score: 0.1
2025-06-17 02:23:00.409 | INFO     | __main__:main:77 - Debug mode: False
2025-06-17 02:23:00.410 | INFO     | storage.parquet_manager:__init__:45 - Initialized ParquetManager at data/raw
2025-06-17 02:23:00.685 | INFO     | processors.quality_scorer:__init__:43 - spaCy model loaded successfully
2025-06-17 02:23:00.689 | INFO     | collectors.base_collector:__aenter__:69 - Started WikipediaCollector
2025-06-17 02:23:00.705 | INFO     | collectors.base_collector:load_checkpoint:195 - Loaded checkpoint from 2025-06-17T02:22:09.339306
2025-06-17 02:23:00.707 | INFO     | collectors.wikipedia_collector:extract:74 - Resuming from checkpoint with 6856 processed pages
2025-06-17 02:23:00.707 | INFO     | collectors.wikipedia_collector:extract:78 - Processing category: Category:Video_games_by_year
2025-06-17 02:23:01.020 | INFO     | collectors.wikipedia_collector:extract:83 - Found 0 total pages in Category:Video_games_by_year
2025-06-17 02:23:01.020 | INFO     | collectors.wikipedia_collector:extract:87 - Processing 0 new pages from Category:Video_games_by_year
2025-06-17 02:23:01.020 | INFO     | collectors.wikipedia_collector:extract:78 - Processing category: Category:Windows_games
2025-06-17 02:23:12.465 | INFO     | collectors.wikipedia_collector:extract:83 - Found 5126 total pages in Category:Windows_games
2025-06-17 02:23:12.468 | INFO     | collectors.wikipedia_collector:extract:87 - Processing 5126 new pages from Category:Windows_games
2025-06-17 02:23:12.742 | DEBUG    | collectors.wikipedia_collector:extract_item:212 - Skipping The Addams Family: Mansion Mayhem - content too short
2025-06-17 02:23:12.785 | DEBUG    | collectors.wikipedia_collector:extract_item:212 - Skipping Anno 1503: Treasures, Monsters and Pirates - content too short
2025-06-17 02:23:12.795 | DEBUG    | collectors.wikipedia_collector:extract_item:212 - Skipping Anno 1404: Venice - content too short
2025-06-17 02:23:12.796 | DEBUG    | collectors.wikipedia_collector:extract_item:212 - Skipping Anno 1602: By Royal Command - content too short
2025-06-17 02:23:12.799 | DEBUG    | collectors.wikipedia_collector:extract_item:212 - Skipping Babe: A Little Pig Goes a Long Way - content too short
2025-06-17 02:23:12.801 | DEBUG    | collectors.wikipedia_collector:extract_item:212 - Skipping Anno 1602: New Islands, New Adventures - content too short
2025-06-17 02:23:12.801 | DEBUG    | collectors.wikipedia_collector:extract_item:212 - Skipping Anteworld - content too short
2025-06-17 02:23:12.812 | DEBUG    | collectors.wikipedia_collector:extract_item:212 - Skipping Alex Kidd in Miracle World DX - content too short
2025-06-17 02:23:12.820 | DEBUG    | collectors.wikipedia_collector:extract_item:212 - Skipping After Dark Games - content too short
2025-06-17 02:23:12.871 | DEBUG    | collectors.wikipedia_collector:extract_item:212 - Skipping Anno 1701: The Sunken Dragon - content too short
2025-06-17 02:23:13.130 | DEBUG    | collectors.wikipedia_collector:extract_item:212 - Skipping Barbie as the Princess and the Pauper (video game) - content too short
2025-06-17 02:23:13.134 | DEBUG    | collectors.wikipedia_collector:extract_item:212 - Skipping Blood: Fresh Supply - content too short
2025-06-17 02:23:13.134 | DEBUG    | collectors.wikipedia_collector:extract_item:212 - Skipping Baten Kaitos I & II HD Remaster - content too short
2025-06-17 02:23:13.137 | DEBUG    | collectors.wikipedia_collector:extract_item:212 - Skipping Castlevania Advance Collection - content too short
2025-06-17 02:23:13.137 | DEBUG    | collectors.wikipedia_collector:extract_item:212 - Skipping Castlevania Anniversary Collection - content too short
